#format: frame checksums
#version: 2
#hash: MD5
#software: Lavf61.7.100
#tb 0: 1/60
#media_type 0: video
#codec_id 0: rawvideo
#dimensions 0: 1080x1920
#sar 0: 1/1
#stream#, dts,        pts, duration,     size, hash
0,        355,        355,        1,  6220800, f95e5d0e6e6c4e5cedd5b8772e5f5e64
0,        356,        356,        1,  6220800, 6d56d32b3524432941dfb24dd0a60f2c
0,        357,        357,        1,  6220800, 6abd98ba27066ec6882d53d95eba2736
0,        358,        358,        1,  6220800, a98d422691af338e8a9d9638101bb8bb
0,        359,        359,        1,  6220800, 052d97069bb04b2f256a95e6d54152c3
0,        360,        360,        1,  6220800, 4a22f5aed4b19f8dede5803b1c2af42e
0,        361,        361,        1,  6220800, e57fb472a8ec2aeae73ed08bf9f3ed77
0,        362,        362,        1,  6220800, d05503d4e95999bc6c2d60368e710f14
0,        363,        363,        1,  6220800, a99e93f6c2621b475c2a662398c48d95
0,        364,        364,        1,  6220800, b26b256e9c01c8685ce7ce5174c87e13
0,        365,        365,        1,  6220800, 653716ce1eaa30458206f34e3a103cf3
0,        366,        366,        1,  6220800, b9343473ac24c966881687e3b0582f9c
0,        367,        367,        1,  6220800, 625486b43d0191a2b8262dc2207bc49c
0,        368,        368,        1,  6220800, b922d51fa52ff743cc72ed23045acec7
0,        369,        369,        1,  6220800, dc881e5a887723d001cadf17cb794df1
0,        370,        370,        1,  6220800, c4664553d46f043e434dfacffde5d0e1
0,        371,        371,        1,  6220800, c43a45951a19b0df34e3adb5b424dc9e
0,        372,        372,        1,  6220800, 93adee598be8d6dfd9832fe1994261fe
0,        373,        373,        1,  6220800, aef0d62dc6b4564434490bf32bfe5ecd
0,        374,        374,        1,  6220800, aadd3c7f900180331d3cc07e21cc9c25
0,        375,        375,        1,  6220800, 44891261caa8508a38a814a6e69bdc1e
0,        376,        376,        1,  6220800, bdaed928129d61141e1f6a79f6fd2150
0,        377,        377,        1,  6220800, 430ea3636e3baa4d628d125ccaac2e50
0,        378,        378,        1,  6220800, d4fa649b9a016cbfbad167550729943d
0,        379,        379,        1,  6220800, 8ad4ede582f85d8e6413557ef7c73d0b
0,        380,        380,        1,  6220800, 1cf7b3ccc1758d2dfe28f91222ea93f0
0,        381,        381,        1,  6220800, a54888947258256140715938f69c6114
0,        382,        382,        1,  6220800, 82ade6065ea4d9c0b72436121339e833
0,        383,        383,        1,  6220800, 691166e660955fbcd839409ffe5c8e68
0,        384,        384,        1,  6220800, 259630e74d823933656c788a03c56ebe
0,        385,        385,        1,  6220800, 131daa32df9fd013ecc80e8f5488ead6
0,        386,        386,        1,  6220800, 58e7da382ba81b0cb9683d825bcc391f
0,        387,        387,        1,  6220800, b9a9c2009b7e627fd64c524dcca74128
0,        388,        388,        1,  6220800, 10f6191a70efcb8b42683122caa7380c
0,        389,        389,        1,  6220800, fd93c16f0bff581c69b8e7f911db7d65
0,        390,        390,        1,  6220800, abd0ef9123db914389ab4d001b34550e
0,        391,        391,        1,  6220800, b7e3e785c0daa2bc37401090a09045eb
0,        392,        392,        1,  6220800, dfe8c78d5aa9382f6580e226752dfbe6
0,        393,        393,        1,  6220800, b9afcf7aafe5b659ddaa48abedcf3420
0,        394,        394,        1,  6220800, ed0a061c7d89e70b8aaf2e3025e33613
0,        395,        395,        1,  6220800, 6b1cb680c038f1f359f94240ec219f50
0,        396,        396,        1,  6220800, 72860726d1975f38c1aa8a5c0daab1bb
0,        397,        397,        1,  6220800, d80ab7d6742a329ef87634329859cf1a
0,        398,        398,        1,  6220800, b6e80363bfdabac484920c89f742c968
0,        399,        399,        1,  6220800, cc821a1fee120034ad3ecafab253397b
0,        400,        400,        1,  6220800, ebf22cba752208148f7f12f66c5a60c2
0,        401,        401,        1,  6220800, 37548e75719f0748eea7ef9cc6086cdb
0,        402,        402,        1,  6220800, ac101bd13324ba7dc34fcb6422537c01
0,        403,        403,        1,  6220800, 56f0c412ba1d439ab5ecc727b542f6de
0,        404,        404,        1,  6220800, c4f4cf0cf0a141c019010d7960bf4f90
0,        405,        405,        1,  6220800, 09db37341bd39e77267cc7b912f78d5e
0,        406,        406,        1,  6220800, b4452aaa5799bbafb38ff42abda2b939
0,        407,        407,        1,  6220800, 414b3fe26165cc2acea4d8ba454f0c68
0,        408,        408,        1,  6220800, 277f1b4fbe5e5265977009df2fd19aca
0,        409,        409,        1,  6220800, 6a04e1ae62f675377c09aa85fcbfd01e
0,        410,        410,        1,  6220800, d1d07eef2e950b61c62427cb8944601e
0,        411,        411,        1,  6220800, 07400909dc36f7575f6526fffae06366
0,        412,        412,        1,  6220800, b1f18a2bca9c21c1bce9696ffcc4c726
0,        413,        413,        1,  6220800, 624222f43c7706b3f5bc7b356a7bb4e0
0,        414,        414,        1,  6220800, b5101a3517df5c9d0842cea673c5409a
0,        415,        415,        1,  6220800, a84e557552df06bca4eae1b37680bce0
0,        416,        416,        1,  6220800, e3274fd02628608a5150b815e6641e27
0,        417,        417,        1,  6220800, 54565a7fc03c84e8be05f8d2b458bd3d
0,        418,        418,        1,  6220800, cd5b88bf26c57ae8abb593e20dca6344
0,        419,        419,        1,  6220800, ebae79a60250d5bd7300482d8a7f81b7
0,        420,        420,        1,  6220800, 7fb475f319185a72de3b959482d371a1
0,        421,        421,        1,  6220800, dbd3311219adace4b338724ab9b276d8
0,        422,        422,        1,  6220800, d0df21734d37937a78f43884c7fa4730
0,        423,        423,        1,  6220800, ddb6d70da032cdcfdca516eeef1c0a80
0,        424,        424,        1,  6220800, a81f723b4e2fe89c32b46356c2cf29cf
0,        425,        425,        1,  6220800, 70858ba0a930acdb3703c266cf597d53
0,        426,        426,        1,  6220800, 897fda9652e7264113455d0c56b8ff5e
0,        427,        427,        1,  6220800, 1c9aff18a88efdb0591e99cda05ab0b2
0,        428,        428,        1,  6220800, 89751f4fb3a02abd2082b3112093304a
0,        429,        429,        1,  6220800, c9f551753f825a092a390a053edb6abd
0,        430,        430,        1,  6220800, c59aec23b5b9b00c981767af68367062
0,        431,        431,        1,  6220800, c59aec23b5b9b00c981767af68367062
0,        432,        432,        1,  6220800, 1f53c9c27919e906d8589e5a6ca3ebbf
0,        433,        433,        1,  6220800, 34356c567c169d7e22ae4c2939d6330a
0,        434,        434,        1,  6220800, 2a4e3c70f765f295661f86dfcd6c1272
0,        435,        435,        1,  6220800, fb00ca48a84aa75975eb58e6a625271a
0,        436,        436,        1,  6220800, 73f59daa8a2a69ba13dc2fec80a82284
0,        437,        437,        1,  6220800, d4bb7b3b4969be023a1c6872b074893d
0,        438,        438,        1,  6220800, e94e5f87567208dddafdc2bbb3514138
0,        439,        439,        1,  6220800, 760cfbf2804b448a67c6ce2f22e20e3c
0,        440,        440,        1,  6220800, c419868c776ed69556f0d51b4a4e6c5e
0,        441,        441,        1,  6220800, 3e75c845d1133a358dc3c8cfff9c9b4a
0,        442,        442,        1,  6220800, de88f93c6ef935bd3564876aee837ba5
0,        443,        443,        1,  6220800, df0fd73fc657ff42dd1682952d7cc537
0,        444,        444,        1,  6220800, 6254dff21a13ba6d77c6f014e4c4dc7e
0,        445,        445,        1,  6220800, aea4da675c1892241039b45b661d94d2
0,        446,        446,        1,  6220800, 7864ec4972d783952b5b9289098daafc
0,        447,        447,        1,  6220800, 6b6f259e7e16053da59f7c492496ae59
0,        448,        448,        1,  6220800, 886dacf226c74af6253a573168dc245f
0,        449,        449,        1,  6220800, 15f88f961d4c64503d4d9b0d08361419
0,        450,        450,        1,  6220800, 752914299f8eed56dae0a38f8d108863
0,        451,        451,        1,  6220800, c7ca1e7e72a2b18706f76fe25ce2bc0d
0,        452,        452,        1,  6220800, dd46c1e61278b13a7350c6a8b2d6d69a
0,        453,        453,        1,  6220800, 204f0c439e36950dfe94c3b06884fe4e
0,        454,        454,        1,  6220800, e1aeb27e1f470acdb629b3442bf9b833
0,        455,        455,        1,  6220800, bdf76c40c0fcb8ce19c31c526a661517
0,        456,        456,        1,  6220800, 0b0600d97ac81c866c28f77fa4c655f0
0,        457,        457,        1,  6220800, 25d836f3e3e590cfdce8ba444fed2626
0,        458,        458,        1,  6220800, 783b26efd8d525401815efe65c9e9a11
0,        459,        459,        1,  6220800, 3759f9a3ddb838defd6a341f98bd7578
0,        460,        460,        1,  6220800, 9197e519fb603c4f956a051c491b697c
0,        461,        461,        1,  6220800, 181869e890ec1be8da8fc34b323250bd
0,        462,        462,        1,  6220800, b50c1c27d778835f184752b172474cf4
0,        463,        463,        1,  6220800, eaa738943b6448193b3cd72009e905d2
0,        464,        464,        1,  6220800, 540b89136ff4ee8e0ef5e5e5c305a89d
0,        465,        465,        1,  6220800, 144b3e8153d6e4ce2935c5da9dac7549
0,        466,        466,        1,  6220800, 9fc755a0de8e2dbe30806ce911dc5838
0,        467,        467,        1,  6220800, 044b96d56c2915e2275820f22103b661
0,        468,        468,        1,  6220800, d7f6743e14bf9f61da41799d73b42d05
0,        469,        469,        1,  6220800, 964a71626c1c1c1cb1a48192f7aeefe0
0,        470,        470,        1,  6220800, 5a50f84ae76bdc302342f204cce86b9a
0,        471,        471,        1,  6220800, eb51875ca4b388665245c2f565754592
0,        472,        472,        1,  6220800, d53e806c6815d16748a4175d800c6942
0,        473,        473,        1,  6220800, 968ed124cce58ea9b1373898bc83e915
0,        474,        474,        1,  6220800, d7675f6a39edb7ea05354afe3b6fb260
0,        475,        475,        1,  6220800, d27ef0e464ef51b9bbb442197ed6f1f8
0,        476,        476,        1,  6220800, 58dcce0adaa4286ccdd222149f183b7e
0,        477,        477,        1,  6220800, d360aeb1a6136203a97ee67288e7af46
0,        478,        478,        1,  6220800, c6eb0417b5b3b66665536f685eba4784
0,        479,        479,        1,  6220800, b3ef701d322fc69ffcc07f521da6288e
0,        480,        480,        1,  6220800, 4c2fee1dd51cfa4b7597be8b4f89ee0d
0,        481,        481,        1,  6220800, 18ce63bb82a125182e1405094f74e440
0,        482,        482,        1,  6220800, 0b5fc71f7648db4caae13f8e2efc2370
0,        483,        483,        1,  6220800, 0e185a60d255c6c012023b48a7895da8
0,        484,        484,        1,  6220800, b17745567564f745e0a8d06e2f48cad7
0,        485,        485,        1,  6220800, 5a2c7cd52715601c1c232bf1895ba685
0,        486,        486,        1,  6220800, f4dfae968f95508ea0e56977736a8b14
0,        487,        487,        1,  6220800, d914023525024d19e85425cb75691808
0,        488,        488,        1,  6220800, e9828be970301a3a321f5c6fc3851511
0,        489,        489,        1,  6220800, 8ba097387db07d36fb38e5654f38b553
0,        490,        490,        1,  6220800, 389b8894379b07d493a565f33df42d16
0,        491,        491,        1,  6220800, bba3df9949d4f9476c083505b73b0795
0,        492,        492,        1,  6220800, 327772c96aaf78b098af46290963217a
0,        493,        493,        1,  6220800, 21c55fdd1cc0fccbac7b9b9541e3749a
0,        494,        494,        1,  6220800, 6cfcf3a6c6eeaa88bb56d1d83a25a64c
0,        495,        495,        1,  6220800, cc4b364dad89e339ffb4ffc326a19516
0,        496,        496,        1,  6220800, 01a27bc7d6461a9d5feefd3e5cf94e02
0,        497,        497,        1,  6220800, aac584992fda38e8419115ee783dd161
0,        498,        498,        1,  6220800, 0149d8f5153557bf514b14ec8bdcba17
0,        499,        499,        1,  6220800, 8dfc92224ff012eebdcea1b348200e13
0,        500,        500,        1,  6220800, ea808d09cc8422728a7fc7273ae8266b
0,        501,        501,        1,  6220800, a06834998e7594b96c8ec1c4f442bde5
0,        502,        502,        1,  6220800, c70080da379883e4f773fce96cb02ca3
0,        503,        503,        1,  6220800, 7e0a3b63afb6037dab97af24bf17d8d6
0,        504,        504,        1,  6220800, f72ee2c84f0eb4c1e5297c83c5357d87
0,        505,        505,        1,  6220800, 6b98bedf1bd6a07c221af8377c8a1469
0,        506,        506,        1,  6220800, 80bbc30f8fd6a3724bcdb6c9e746353c
0,        507,        507,        1,  6220800, 1df56527a83c3ac4562622bf65977589
0,        508,        508,        1,  6220800, ce726162bf4862bc335fce1de37e47f5
0,        509,        509,        1,  6220800, a6eb5a68d666d4c92f979ca907200a64
0,        510,        510,        1,  6220800, cd8e0551e68aa1edc9ee6a831dc963df
0,        511,        511,        1,  6220800, 487e9780e760258eed85b9535ec4b747
0,        512,        512,        1,  6220800, b4b5d3335a06f3a1e932a7c3b4fdf919
0,        513,        513,        1,  6220800, d69f844c925410bde1f529edfc8513fb
0,        514,        514,        1,  6220800, deea86198bea722f8827c5babc4f44b1
0,        515,        515,        1,  6220800, 5bdada22ca266586ae975a4d35e47975
0,        516,        516,        1,  6220800, a46254d8f6b0bfbb3b90c506488d0a87
0,        517,        517,        1,  6220800, adf489b7f49c3d2690c37c78da820e00
0,        518,        518,        1,  6220800, 50374bd55f32e084bd7176a37322d219
0,        519,        519,        1,  6220800, 382c5afc8cb1cffc7da7c69d99e783d5
0,        520,        520,        1,  6220800, f9b70ce9b42e0bb8ef4728e457aed5fb
0,        521,        521,        1,  6220800, 2585dc1f0edd83e793f602c48e5d5af7
0,        522,        522,        1,  6220800, b7b6a5837902192bf799e8726a567ad0
0,        523,        523,        1,  6220800, a24fd53f7be8ce57e55ca9b82e10a2d1
0,        524,        524,        1,  6220800, 51fcfd90a76c24a5d4b16b2120c144d5
0,        525,        525,        1,  6220800, 847f6e2f1b12d8d520ad8423d667a25d
0,        526,        526,        1,  6220800, 744624c9045e19758ffce85985d5a46d
0,        527,        527,        1,  6220800, adaad41b2b3ac0b5da3c0609a164e9ad
0,        528,        528,        1,  6220800, 4610336edc56e756583e87f6884ba76f
0,        529,        529,        1,  6220800, 7beb2e064514cec9526fa93ae93a7223
0,        530,        530,        1,  6220800, 8efec145f5323ae3796383d91efa818c
0,        531,        531,        1,  6220800, 791632f07f6d0cddd911d3b564fcd482
0,        532,        532,        1,  6220800, 865092f877c9bdf944bf223b6843171e
0,        533,        533,        1,  6220800, 9ca439b1499f52bba2dcf87d4f4cef9d
0,        534,        534,        1,  6220800, 3582e343f37ee68d5b979cefa5f89072
0,        535,        535,        1,  6220800, d3e02db026b9b563ecc05be1ad18e273
0,        536,        536,        1,  6220800, 2299bc531b63292c6640b9163dcd4d89
0,        537,        537,        1,  6220800, 8bab8505f26047b74f11e06bcb5aa7f6
0,        538,        538,        1,  6220800, b961c68462c37736a3dd81d06e9973be
0,        539,        539,        1,  6220800, 8eaf67786e3c543419a2db69cadc614f
0,        540,        540,        1,  6220800, 893bda1a6d0ccd282707e01f0fe73a79
0,        541,        541,        1,  6220800, ae777898f6833dcbfb25f55e574fc399
0,        542,        542,        1,  6220800, a05300b138d0ee0592a45779b5f49e13
0,        543,        543,        1,  6220800, 28947d743accb7e47d5a7a45bde9a7e4
0,        544,        544,        1,  6220800, 026bcc62650897105fe1a6925a527ae5
0,        545,        545,        1,  6220800, 6445a6388dad60d374084b0ed6639ad0
0,        546,        546,        1,  6220800, 9b1fdf867b08370ea8c8599ccf60f39d
0,        547,        547,        1,  6220800, 4743e9904a8b923e263314c195a6f204
0,        548,        548,        1,  6220800, 9999a8451908b4f2c04185859ae60328
0,        549,        549,        1,  6220800, a9fe8cf60ed03570bf4d0eddb8343439
0,        550,        550,        1,  6220800, 6ac255e6ad095fa44d458868369809f9
0,        551,        551,        1,  6220800, 18bf5149083fb871095861c44552b613
0,        552,        552,        1,  6220800, 8a90f68f4e489c216a3ac2b7a13d8258
0,        553,        553,        1,  6220800, 3b3061b1dc367801597344134aebf748
0,        554,        554,        1,  6220800, 8d05b89028d38a2a09c31d348976b2fd
0,        555,        555,        1,  6220800, 3f21c54f562cfb570230b8a5c0c71d10
0,        556,        556,        1,  6220800, 1891b98c57fd8ad2ab93a1d117008901
0,        557,        557,        1,  6220800, fa0574dbf5664975f2b2008ecef924a7
0,        558,        558,        1,  6220800, 9f2082788eba821d76d5e46d9a633d7b
0,        559,        559,        1,  6220800, ecf94ec768b6ce0dd2033be18f600de2
0,        560,        560,        1,  6220800, 8f1df7b8fccede7614c9d111178bdacd
0,        561,        561,        1,  6220800, 5ebcc3c480194b7a5b10e57609cb7448
0,        562,        562,        1,  6220800, ae7845679e287a36cc6aead0b4f74ae7
0,        563,        563,        1,  6220800, 1e6cf96c41e038dc83e8efd0b7fe66ec
0,        564,        564,        1,  6220800, 9189434c7e2aa4795a75bcd442b272c5
0,        565,        565,        1,  6220800, 997f40a1c2f9ca9502e00d814db3730f
0,        566,        566,        1,  6220800, 9302a79df072a2e9fc4447ee091881b0
0,        567,        567,        1,  6220800, d79c37e2aa6cc45f2e56c16941f1f48b
0,        568,        568,        1,  6220800, 0eee11559ade25b8b1e005b99cc3afdc
0,        569,        569,        1,  6220800, 5b93ad4db11be849dd021b6bc9380df3
0,        570,        570,        1,  6220800, 7528f1af2bdadaac03f8f92e3681018d
0,        571,        571,        1,  6220800, 2e6de2ec5565463bf73ea0d667f710c9
0,        572,        572,        1,  6220800, 3095d8924c536a7648b3b6ddac4c397b
0,        573,        573,        1,  6220800, cbf22cb71e523a7a1fc834c5966598a7
0,        574,        574,        1,  6220800, 05843621bf94b26754ab3c0670ee57af
0,        575,        575,        1,  6220800, 48b229370451b119c663e41b888774f8
0,        576,        576,        1,  6220800, 311bae06ff3e7f0c4bfb7ac8c5459c66
0,        577,        577,        1,  6220800, 4085b67c714e6a3f96b9960428ff5782
0,        578,        578,        1,  6220800, d594e276fb41e7529f8c50b38b3d734c
0,        579,        579,        1,  6220800, 505931acd2b359dbd396a16dde20ec22
0,        580,        580,        1,  6220800, 2ec552a2f0d94cf4f0a949acad551668
0,        581,        581,        1,  6220800, 81e3d9420ea5ad2b70414cab50b88686
0,        582,        582,        1,  6220800, a7bc7f77a2fe8381d2e286fab0718642
0,        583,        583,        1,  6220800, 05b8a9a7aad8555842c9132a12a95a8e
0,        584,        584,        1,  6220800, 99f662e58890dc42d6fb9d0399915872
0,        585,        585,        1,  6220800, 2726ae63e83e65a91132751973420ba1
0,        586,        586,        1,  6220800, 6509e8bfba8e40b38cac1c2696adfadf
0,        587,        587,        1,  6220800, 1095266d4a5b8180c89011ca8a7d155f
0,        588,        588,        1,  6220800, 8311989155f531fa4f77b2b079b10380
0,        589,        589,        1,  6220800, 251c065e48f516c7465233561ee3d687
0,        590,        590,        1,  6220800, 4bd780981eda78c26d7528fc73342aad
0,        591,        591,        1,  6220800, add38bc1096ce135ba525e62ff986696
0,        592,        592,        1,  6220800, b96986be4ba93d20961d200680dbcfaa
0,        593,        593,        1,  6220800, 063ba8c07698bc258ddaec175e06c69f
0,        594,        594,        1,  6220800, 0ff6542e2e4cb2decad0c6b3eb089048
0,        595,        595,        1,  6220800, 27faf25dace3fc5dd2f7ba9718b7c37f
0,        596,        596,        1,  6220800, 85527c7892363791aa4da9b6bdbdab09
0,        597,        597,        1,  6220800, daa4191b7c1970f5ae2f42aa6502a159
0,        598,        598,        1,  6220800, 5e436984f66a955bd69ed20cce44f16e
0,        599,        599,        1,  6220800, 43a1135d799b677f6c1b58e7dafd97bf
0,        600,        600,        1,  6220800, 5422b6e53d4f32064ee5604253b1f1cf
0,        601,        601,        1,  6220800, 3693785d0f09cdf4535bacd8ade6fca2
0,        602,        602,        1,  6220800, 818b0921fa52da2aca197e889c10668b
0,        603,        603,        1,  6220800, 95f21951dc9363f9dbe4547d576f2344
0,        604,        604,        1,  6220800, 734f375d6e013063b58ea0fe18b20055
0,        605,        605,        1,  6220800, d64bdcd4fa44e743948a7f8527c9ff45
0,        606,        606,        1,  6220800, fd75a05704a3ce1e62b2d97de826e967
0,        607,        607,        1,  6220800, 7a372825caeb38d382fbc1e9cd01bced
0,        608,        608,        1,  6220800, 50bdf9c470b595de8e35fc295306beaf
0,        609,        609,        1,  6220800, a4d6dcfeed55247eb47df9af0cacf2e4
0,        610,        610,        1,  6220800, ca6eb63b33dca5e9ab0b292fea759829
0,        611,        611,        1,  6220800, f4c4b82cbe9198d30eef9cd8f5facf2d
0,        612,        612,        1,  6220800, c54cd9cca1f7b9d718d95565fa2b31b0
0,        613,        613,        1,  6220800, 612bbc0279b04f1310760b148e109559
0,        614,        614,        1,  6220800, e9b4c8edfe98b6fa1c43023d1ee9f07a
0,        615,        615,        1,  6220800, 2a5b2bcbcd646025afdb9703ecb6c807
0,        616,        616,        1,  6220800, 57de8692cba185190346887682fe10be
0,        617,        617,        1,  6220800, 2ceb93ebf958c3202cc8065bad281f54
0,        618,        618,        1,  6220800, 96f583fa3013dedef6b54e7c4edaa67e
0,        619,        619,        1,  6220800, f12ee865f74c3a72a89eb9c7ab3d16a6
0,        620,        620,        1,  6220800, 406803256629f26a3f60c3db23f11443
0,        621,        621,        1,  6220800, a9ba03003ea57397a0981bb27e27764f
0,        622,        622,        1,  6220800, f8a91592d8b422e117b2d5214b7a3669
0,        623,        623,        1,  6220800, b18dfe429556cded2fe719c146625476
0,        624,        624,        1,  6220800, f97aaf685c911f724e12c1f49ac023ab
0,        625,        625,        1,  6220800, c8028d16b68c43c00311493198353d29
0,        626,        626,        1,  6220800, 2dad29a9c3dcf06072e5db05940e7dc8
0,        627,        627,        1,  6220800, 14f2e959bba8c8db375b6bc5edd7a956
0,        628,        628,        1,  6220800, 1e7417e59c61014508865ade5adec101
0,        629,        629,        1,  6220800, fe66009a9f35eb23c9a48f6db6dfa761
0,        630,        630,        1,  6220800, 8482f3363e7fcd1b7663b8dd92f65b7d
0,        631,        631,        1,  6220800, 7f5cd5e401e759fac3cd12ce023ea688
0,        632,        632,        1,  6220800, 854cc9116150d5cb76e50d673e4a408a
0,        633,        633,        1,  6220800, 62caeb0b6c0b8bc04875a10aee44b2ec
0,        634,        634,        1,  6220800, 7aa91f9c4d49697b381c049e2f9e9ee8
0,        635,        635,        1,  6220800, 96975500740b591691d581639c97ab1b
0,        636,        636,        1,  6220800, 39ed8c97b73e4b698eafb1dc289d7d2e
0,        637,        637,        1,  6220800, 5f35bfb62cb377786a05067b5c9b6d80
0,        638,        638,        1,  6220800, 2e3df597b8d96ddf260a9dba581840e0
0,        639,        639,        1,  6220800, a65f10183446fb32837bbfcccbc48ffa
0,        640,        640,        1,  6220800, 51bab6ec9fcd0aaf4af878fb28f35938
0,        641,        641,        1,  6220800, 6489f4918ffd6a6727eebd8feb46aaaf
0,        642,        642,        1,  6220800, 9fb70def4c1fdab0c5214fd728cc875d
0,        643,        643,        1,  6220800, b1bbe1379e4eb50d834658a8d89b7864
0,        644,        644,        1,  6220800, 147dfadc2950c0546fd4e817ff7b939c
0,        645,        645,        1,  6220800, 730f6c41cd81b03d33615aa92ea9db5a
0,        646,        646,        1,  6220800, 93aab19d6612c971b371309ffe79702a
0,        647,        647,        1,  6220800, 6b8e7de70b451b4bd65e4984364d4d30
0,        648,        648,        1,  6220800, 906f0a8cff2822bf1c0b3e973930f816
0,        649,        649,        1,  6220800, 5e5fa66ab153cc8a4d7a0def25080cdc
0,        650,        650,        1,  6220800, 610f91eb2c154ddc99a2827e7282414c
0,        651,        651,        1,  6220800, c2b025865da0e6282328067f076208e8
0,        652,        652,        1,  6220800, e16b0606eb223a26c9bcf53412528fca
0,        653,        653,        1,  6220800, 6261d4590e8a95bb3e610d556157bdcf
0,        654,        654,        1,  6220800, 0af8e953fd9a6176aa28e0ea3f7692b3
0,        655,        655,        1,  6220800, 9e25734c166ed38a47d3a177a70791e2
0,        656,        656,        1,  6220800, f49ac44406f587d06d22ceeb90b5160d
0,        657,        657,        1,  6220800, 243718e3e8b67b65bbc6fb17916264e0
0,        658,        658,        1,  6220800, 958fbdf83717307628a141b1f992b33e
0,        659,        659,        1,  6220800, a05b89cb3d4331a488bf17d3975213fb
0,        660,        660,        1,  6220800, a1e2cc736f64373ac1d76343c404836d
0,        661,        661,        1,  6220800, 7993062ae712e78b6ebd8a93b86e3505
0,        662,        662,        1,  6220800, 2239edde6ea649c9103f268a76833115
0,        663,        663,        1,  6220800, 23ca1e1d18e0c4e191821c01a8af2cf8
0,        664,        664,        1,  6220800, f250aa5558d276ae6ae196e2fab95d6b
0,        665,        665,        1,  6220800, 83ab7485197bfb979b83a922c6675f6e
0,        666,        666,        1,  6220800, 778b829586322372fbaf06df93fc8ed0
0,        667,        667,        1,  6220800, 9583e9045bcb878e45149422288fc334
0,        668,        668,        1,  6220800, 13214b48767b3a9de4498796b6ff749a
0,        669,        669,        1,  6220800, 6e600d3961621593b48d508409b77e94
0,        670,        670,        1,  6220800, 340d7e68c09034b17206d2d166f8e576
0,        671,        671,        1,  6220800, 5525d57d09090b7c37be3bbb1030bfe4
0,        672,        672,        1,  6220800, 8a539c196967737584ce18a91aaa1744
0,        673,        673,        1,  6220800, 138752f21f70ede4e31299c2179717a1
0,        674,        674,        1,  6220800, b36b1b16353c0f752a79572547938e8c
0,        675,        675,        1,  6220800, 66c9968344ed5e45e38e37d0ea9049e9
0,        676,        676,        1,  6220800, 69736ff8c3e197a3c953a4e1b082d8a1
0,        677,        677,        1,  6220800, 6b590feb7021a9f894765a6ddc3e3c2b
0,        678,        678,        1,  6220800, fc47d962fe3e7cd0d37bc26e87bb502f
0,        679,        679,        1,  6220800, 12651b13c94736458f5de049da2e3bcb
0,        680,        680,        1,  6220800, 82ab994b828462e901fb79db9d9c36ef
0,        681,        681,        1,  6220800, 265f08c5923299d0239731dbd6ac5a93
0,        682,        682,        1,  6220800, e40efb066b125d833f73dc66fdbb078b
0,        683,        683,        1,  6220800, 8557465155428edf2c1c6c3b4f314a62
0,        684,        684,        1,  6220800, 6017aa0df69c121d9764e0814889891b
0,        685,        685,        1,  6220800, bc2be30c342cab9e97fc7d5b9057ed01
0,        686,        686,        1,  6220800, a8ec696373ab7fda1e10ba19235a0f73
0,        687,        687,        1,  6220800, 4d2b5d4b63aaca2d741bb994d5734312
0,        688,        688,        1,  6220800, cafa804d860f4fb6e9f22033e66cc8a6
0,        689,        689,        1,  6220800, 3ff0f66144fcb0025409eb8bce60f457
0,        690,        690,        1,  6220800, bd4d61fb4df4cae5cc3bf0de7e4a825b
0,        691,        691,        1,  6220800, 41eb13031dd76e3fe2acf68f20a2f959
0,        692,        692,        1,  6220800, 4122ea0170ef098437c25a9c085570a2
0,        693,        693,        1,  6220800, 68ed33388debf502b99df82f423d2ddd
0,        694,        694,        1,  6220800, db26f66364750521057af3b97f94de0b
0,        695,        695,        1,  6220800, 42c62dd18f64e327f9391fafc8e0bce7
0,        696,        696,        1,  6220800, d8e53598f681ddba895c111e3a6c339c
0,        697,        697,        1,  6220800, f8e5f7b32370889c9067ed320a77485c
0,        698,        698,        1,  6220800, f8e5f7b32370889c9067ed320a77485c
0,        699,        699,        1,  6220800, f8e5f7b32370889c9067ed320a77485c
0,        700,        700,        1,  6220800, d8e53598f681ddba895c111e3a6c339c
0,        701,        701,        1,  6220800, 28ea901d750054a570b3c111aef5d1fe
0,        702,        702,        1,  6220800, 3e933b0443a2d82b9e0ca9a3f9c2e168
0,        703,        703,        1,  6220800, 91606faf217187c4311f901c4b3f1447
0,        704,        704,        1,  6220800, d0c772af4a1a434944c4f5efdf37d837
0,        705,        705,        1,  6220800, 848f2300bd2f53a25fd4b07a11b5eccd
0,        706,        706,        1,  6220800, 3d0143a0cb62a07425436a58a19a756d
0,        707,        707,        1,  6220800, 12468f4ea7d4235fa791ce1ba872829e
0,        708,        708,        1,  6220800, 4ceff6524531fec568f8e5acd5a6b7e9
0,        709,        709,        1,  6220800, 3b6a5d1f353dbd29f7640c764f844e71
0,        710,        710,        1,  6220800, 424d09fa436b01722e34672dc3b62e14
0,        711,        711,        1,  6220800, 96653b079d493fdbb163b407c00eb5c8
0,        712,        712,        1,  6220800, c9d8710400d9f3177111dba4416845f4
0,        713,        713,        1,  6220800, 92571e2609684c9274fe7c029bf2f363
0,        714,        714,        1,  6220800, 325e1945cf7982c1610f2c9dae7e601d
0,        715,        715,        1,  6220800, f6ee27bd368880218d936ec4acece167
